;sentence1;sentence2;gold_label
2390;Der Fahrzeugführer ist gem. § 23 StVO auch dann zur Kontrolle der Ladungssicherung verpflichtet, wenn ein anderer das Fahrzeug beladen hat.;Fahrzeugführende sind gem. § 23 StVO auch dann zur Kontrolle der Ladungssicherung verpflichtet, wenn eine andere Person das Fahrzeug beladen hat.;neutral
2391;Durch einen Vorabscheider ist das Verschleppen von Kühlschmierstoff / Emulsion / Öl zu verhindern.;Das Verschleppen von Kühlschmierstoff / Emulsion / Öl muss durch einen Vorabscheider verhindert werden.;neutral
2392;Der Lieferant erstellt für neu zu entwickelnde Teile den Termin- und Meilensteinplan vor Bestellvergabe.;TERMIN- UND MEILENSTEINPLAN: Für neu zu entwickelnde Teile erstellt der Lieferant den Termin- und Meilensteinplan vor Bestellvergabe.;neutral
2393;Die Auswahl der notwendigen Maßnahmen richtet sich nach den jeweiligen Fertigungsvoraussetzungen und Produktanforderungen.;Die Auswahl der notwendigen Maßnahmen richtet sich nach den Fertigungsvoraussetzungen und Produktanforderungen.;neutral
2394;Die Schaltanweisung wird vom Angewiesenen wörtlich wiederholt und vom Anweisenden bestätigt.;Die Schaltanweisung wird vom Schaltenden in vollem Wortlaut wiederholt und vom Anweisenden bestätigt.;neutral
2395;Die Partnerfirma und deren Subunternehmer haben Unfälle durch das Formular Unfallmeldebogen für Partnerfirmen gemäß Kapitel 7 Mitgeltende Unterlagen an den Arbeitsschutz der Mustermann AG zu melden.;Die Partnerfirma und deren Subunternehmer haben Unfälle durch das Formular Unfallmeldebogen für Partnerfirmen gemäß Kapitel 9 Mitgeltende Unterlagen an den Arbeitsschutz der Mustermann AG zu melden.;inconsistent
2396;Ist das Fahrzeug, z. B. durch den Absender zum Schutz vor Diebstahl oder aus zollrechtlichen Gründen, mit einer Plombe verschlossen, darf der Fahrer diese Plombe nicht öffnen.;Ist das Fahrzeug, z. B. durch den Absender zum Schutz vor Diebstahl oder aus zollrechtlichen Gründen mit einer Plombe verschlossen, dürfen Fahrzeugführende diese nicht öffnen.;neutral
2397;Die unentgeltliche Abordnung einer Person aus oder an den öffentlichen Sektor (eine staatliche Stelle und andere öffentliche Unternehmen) bedarf unabhängig von dem Land, in dem die Mustermann AG in diesem Fall geschäftlich tätig ist, der vorherigen Zustimmung des Group Company Secretary oder des Group Head of Legal and Contracting.;Die unentgeltliche Abordnung einer Person aus / an den öffentlichen Sektor (eine staatliche Stelle und andere öffentliche Unternehmen) erfordert unabhängig von dem Land, in dem die Mustermann AG in diesem Fall geschäftlich tätig ist, die vorherige Zustimmung des Group Company Secretary oder des Group Head of Legal and Contracting.;neutral
2398;Um eine Produktion unter Serienbedingungen zu erlauben, bestellt der Einkauf über die Erstmusterteile hinaus die erste Serienproduktionsmenge.;Um eine Produktion unter Serienbedingungen zu erlauben, bestellt der Mustermann AG Einkauf über die Erstmusterteile hinaus die erste Serienproduktionsmenge.;neutral
2399;Beurteilung Kanzerogenität: Die chemische Struktur ergibt keinen besonderen Verdacht auf eine solche Wirkung.;Beurteilung Teratogenität: Die chemische Struktur ergibt keinen besonderen Verdacht auf eine solche Wirkung.;not_related
2400;Das Audit soll, mit dem Fokus auf für uns Bauteile, Möglichkeiten zur Verbesserung des QM-Systems des Lieferanten aufzeigen und die Wirksamkeit des QM-Systems zur nachhaltigen Sicherstellung der geforderten Produktqualität überprüfen.;Das Audit soll, mit dem Fokus auf für Mustermann AG hergestellte Bauteile, Möglichkeiten zur Verbesserung des QM-Systems des Lieferanten aufzeigen und die Wirksamkeit des QM-Systems zur nachhaltigen Sicherstellung der geforderten Produktqualität überprüfen.;not_related
2401;Unter Umständen sollte man Leitern zur Sicherung anbinden oder von einer zweiten Person festhalten lassen.;Es sicherzustellen, dass eine 2. Person die Leiter gegen wegrutschen sichert.;contradiction
2402;Verpflichtung und Verantwortung: Die Lieferanten sind aufgefordert, die Erwartungen aus unserem Verhaltenskodex zu erfüllen, indem sie dafür in ihren Unternehmen entsprechende Mittel bereitstellen.;Lieferanten sind aufgefordert, die Erwartungen aus unserem Verhaltenskodex zu erfüllen, indem sie dafür in ihren Unternehmen entsprechende Mittel bereitstellen.;neutral
2403;Das Senior Management ist verpflichtet, die Bestechungsanfälligkeit für jeden der Geschäftsbereiche alle zwei Jahre neu zu beurteilen, damit die Mustermann AG Risiken besser abschätzen und mindern kann.;Das Senior Management ist verpflichtet, die Bestechungsanfälligkeit für jeden der Geschäftsbereiche alle zwei Jahre neu zu beurteilen.;neutral
2404;Aus den Prüfanweisungen gehen alle zu prüfenden Merkmale mit den zugehörigen Prüfmitteln für jeden Arbeitsgang hervor.;Aus dem Prüfplan müssen alle zu prüfenden Merkmale mit den zugehörigen Prüfmitteln für jeden Prüfgang hervorgehen.;not_related
2405;Der Auftragsverantwortliche muss seine Mitarbeiter vor Beginn des Einsatzes oder bei wiederkehrenden Arbeiten mindestens jährlich über den Inhalt dieser Richtlinie und über mögliche Gefährdungen im Zuge der Arbeiten unterweisen.;Der Auftragsverantwortliche muss seine Mitarbeiter vor Beginn des Einsatzes und in jährlichen Abständen über den Inhalt dieser Richtlinie und über mögliche Gefährdungen im Zuge der Arbeiten unterweisen.;inconsistent
2406;Interessenten dürfen während der Vertragsanbahnung unter Verwendung der Daten kontaktiert werden.;Interessenten dürfen während der Vertragsanbahnung unter Verwendung der Daten die sie mitgeteilt haben kontaktiert werden.;inconsistent
2407;Die Lieferanten werden die Steuerung durch eine ständige Überprüfung der Leergutbestände und der Buchbestände unterstützen.;Die Lieferanten werden die Steuerung durch eine ständige Überprüfung der Leergutbestände und der Buchbestände unterstützen und bei Ladungsträger-Engpässen rechtzeitig mit den Leergut-Versandstellen der Werke Kontakt aufnehmen.;neutral
2408;Das Audit kann als System-, Prozess- oder Produktaudit stattfinden und ist rechtzeitig zu vereinbaren.;Das Audit kann als System-, Prozess- oder Produktaudit durchgeführt werden.;neutral
2409;Um Verwechslungen auszuschließen, muss die Kennzeichnung der Erstmuster am Teil selbst und außen am Packstück eindeutig und dauerhaft sein.;Um Verwechslungen auszuschließen muss die Kennzeichnung der Erstmuster am Teil selbst und außen am Packstück eindeutig und dauerhaft sein.;neutral
2410;Personenbezogene Daten müssen auf rechtmäßige Weise und fair erhoben und verarbeitet werden.;Personenbezogene Daten müssen rechtmäßig erhoben und verarbeitet werden.;inconsistent
2411;Schon ein unbeabsichtigtes Mitwirken an Geldwäsche kann für alle daran Beteiligten empfindliche Strafen nach sich ziehen.;Schon die leichtfertige Beteiligung an Geldwäsche kann für alle daran Beteiligten empfindliche Strafen nach sich ziehen.;inconsistent
2412;Stufe I: niedriger / geringer Schutzbedarf: personenbezogene Daten, deren Verarbeitung keine besondere Beeinträchtigung des informationellen Selbstbestimmungsrechts erwarten lässt.;Stufe II: hoher Schutzbedarf: personenbezogene Daten, deren Verarbeitung eine erhebliche Beeinträchtigung des informationellen Selbstbestimmungsrechts insofern erwarten lässt, als der Betroffene in seiner gesellschaftlichen Stellung oder in seinen wirtschaftlichen Verhältnissen erheblich beeinträchtigt werden kann oder die Daten aufgrund ihrer besonderen Sensibilität bzw. ihres Verwendungszusammenhangs einen höheren Schutzbedarf als Stufe I erfordern.;not_related
2413;Gefährdungsbeurteilung bedeutet die Ermittlung und Beurteilung der für die Beschäftigten mit ihrer Aufgabe verbundenen Gefährdungen und die Ableitung der erforderlichen Schutzmaßnahmen.;Für diese Arbeitsplätze führt die oder der jeweilig verantwortliche Vorgesetzte vor Beginn der Tätigkeiten eine Gefährdungsbeurteilung durch und legt erforderliche Schutzmaßnahmen fest.;not_related
2414;Der Fahrzeughalter ist zu regelmäßigen Kontrollen verpflichtet.;Fahrzeughalter sind zu regelmäßigen Kontrollen verpflichtet.;neutral
2415;Die Mustermann AG Informationsklassifikation muss auf das Klassifikationsschema des Dienstleisters abgebildet werden um sicherzustellen, dass alle erforderlichen Sicherheitsmaßnahmen umgesetzt werden.;Die Mustermann AG Klassifikation muss auf das Klassifikationsschema des Dienstleisters abgebildet werden um sicherzustellen, dass alle erforderlichen Sicherheitsmaßnahmen umgesetzt werden.;not_related
2416;Insbesondere ist unbedingt dafür zu sorgen, dass sich niemand in den Gefahrenbereich neben und hinter der Eintreibstelle aufhält.;Es ist unbedingt dafür zu sorgen, dass sich niemand im Gefahrenbereich aufhält, insbesondere nicht neben oder hinter der Eintreibstelle.;neutral
2417;Unsere Geschäftspartner müssen auch ihre Zulieferer dazu anhalten, unsere Verhaltensrichtlinie zu achten.;Unsere Geschäftspartner müssen sich an unsere Verhaltensrichtlinie halten.;not_related
2418;Der Lieferant haftet für alle aus der Nichtbeachtung der gesetzlichen Vorschriften entstehenden Schäden.;Der Lieferant haftet für alle aus der Nichtbeachtung von gesetzlichen Vorschriften entstandene Schäden.;neutral
2419;Bei einem Verstoß gegen den Verhaltenskodex drohen Disziplinarmaßnahmen.;Verstöße gegen den Verhaltenskodex unterliegen Disziplinarmaßnahmen bis hin zur Kündigung des Arbeitsverhältnisses.;inconsistent
2420;Alle Mitarbeiter sollten sich so verhalten, dass sie mit dieser Richtlinie übereinstimmen.;Jeder Mitarbeiter soll angehalten sein, das eigene Verhalten anhand der Maßstäbe dieser Richtlinie selbst zu überprüfen und anzuwenden.;neutral
2421;Der Lieferant gewährt der Mustermann AG das Recht, das Qualitätssicherungssystem durch Audits zu überprüfen.;Der Lieferant gestattet der Mustermann AG durch Audits festzustellen, ob sein Qualitätssicherungssystem die Forderungen der Mustermann AG erfüllen.;neutral
2422;Die Tauglichkeitsprüfung ist an fertiggestellten Behältern durchzuführen, die für die normale Serienproduktion repräsentativ und vollständig mit den erforderlichen Aufschriften versehen sind.;Die Tauglichkeitsprüfung ist an Behältern durchzuführen, die für die normale Serienproduktion repräsentativ und vollständig mit den erforderlichen Aufschriften versehen sind.;inconsistent
2423;Wir treffen unsere Entscheidungen ausschließlich auf Grundlage sachlicher Kriterien und lassen uns nicht von persönlichen Interessen und Beziehungen beeinflussen.;Die Mustermann AG vertraut darauf, dass alle Mitarbeiter des Unternehmens ihre Entscheidungen ausschließlich auf Grundlage sachlicher Kriterien treffen und sich nicht von persönlichen Interessen und Beziehungen beeinflussen lassen.;neutral
2424;Bestimmbar ist eine Person z. B. dann, wenn der Personenbezug durch eine Kombination von Informationen mit auch nur zufällig vorhandenem Zusatzwissen hergestellt werden kann.;Bestimmbar ist eine Person z. B. dann, wenn der Personenbezug durch eine Kombination von Informationen mit auch nur zufällig vorhandenem Zusatzwissen herge stellt werden kann.;neutral
2425;Für mitgeführte Gegenstände wird keine Haftung übernommen.;Für eingebrachte Gegenstände wird keine Haftung übernommen.;neutral
2426;Die Kurzschlussschutzeinrichtungen wirken auf den Leistungsschalter am Übergabepunkt.;Kurzschlussschutzeinrichtungen wirken auf den Leistungsschalter am Übergabepunkt.;neutral
2427;Der Werkschutz / Pförtner ist befugt, bei ein- und ausfahrenden Fahrzeugen Kontrollen durchzuführen.;Der Werkschutz ist befugt, bei ein- und ausfahrenden Fahrzeugen Kontrollen durchzuführen.;inconsistent
2428;Die Qualifikation des Personals muss vor dem Erstbemusterungstermin stattfinden.;Die Qualifikation des Personals ist rechtzeitig zu ermitteln und sofern erforderlich vor dem Erstbemusterungstermin zu schulen.;inconsistent
2429;Vor Beginn von Tiefbauarbeiten muss sich die Fremdfirma bei dem Mustermann AG Koordinator bzw. der zuständigen Fachabteilung über die Lage der stromführenden Kabel-, Wasser-, Gas- und Sprinklerleitungen informieren.;Die Fremdfirma hat sich vor Beginn von Tiefbauarbeiten über die Lage der stromführenden Kabel, Wasser-, Gas- und sonstigen Leitungen zu informieren und die sich daraus ergebenden Arbeiten mit dem Standortverantwortlichen abzustimmen.;inconsistent
2430;Reklamationen fließen in die Lieferantenbewertung mit ein.;Ferner fließen Reklamationen in die Lieferantenbewertung ein.;neutral
2431;Die Kopie bzw. Verwendung von Informationen aus produktiven IT-Systemen ist nur nach vorheriger Genehmigung durch den Informationseigentümer gestattet.;Die Kopie bzw. Verwendung von Informationen aus produktiven IT-Systemen ist nur nach vorheriger Genehmigung durch den/die Informationseigentümer/in gestattet.;neutral
2432;Beim Diagonalzurren werden die Zurrmittel im geraden Zug eingesetzt und dazu in Zurrpunkten an der Ladung und in Zurrpunkte auf der Ladefläche gehängt.;Beim Diagonalzurren werden die Zurrmittel im geraden Zug eingesetzt und dazu in Befestigungspunkten an der Ladung und in Zurrpunkten auf der Ladefläche eingehängt.;neutral
2433;Kein Mitarbeiter darf private Aufträge von Firmen ausführen lassen, mit denen er / sie geschäftlich zu tun hat, wenn ihm / ihr hierdurch Vorteile entstehen könnten.;Kein (e) Beschäftigte (r) darf private Aufträge von Firmen ausführen lassen, mit denen er / sie geschäftlich zu tun hat, wenn ihm / ihr hierdurch Vorteile entstehen könnten.;neutral
2434;Ein Interessenkonflikt kann entstehen, wenn die Zahlung oder der Erhalt eines Anreizes die Mustermann AG veranlassen würde, in anderer Weise als im wohlverstandenen Interesse ihres Kunden zu handeln.;Ein Interessenkonflikt kann entstehen, wenn die Zahlung oder der Erhalt eines Anreizes die Mustermann AG veranlassen würde, in anderer Weise als im besten Interesse ihres Kunden zu handeln.;neutral
2435;Jeder Betroffene kann sich mit Anregungen, Anfragen, Auskunftsersuchen oder Beschwerden im Zusammenhang mit Fragen des Datenschutzes oder der Datensicherheit an den Konzernbeauftragten für den Datenschutz oder an den für ihn zuständigen Datenschutzkoordinator wenden.;Jeder Betroffene kann sich mit Anregungen, Anfragen, Auskunftsersuchen oder Beschwerden im Zusammenhang mit Fragen des Datenschutzes oder der Datensicherheit personenbezogener Datenverarbeitungen an den Datenschutzbeauftragten oder den für ihn zuständigen Datenschutzkoordinator wenden.;neutral
2436;Jeder Mitarbeitende hat die gesetzlichen Vorschriften derjenigen Rechtsordnung zu beachten, in deren Rahmen er / sie handelt.;Jede(r) Beschäftigte hat die gesetzlichen Vorschriften derjenigen Rechtsordnung zu beachten, in deren Rahmen er / sie handelt.;neutral
2437;In Musterstadt im 20-kV-Feld vom Transformator 303 den Leistungsschalter ausschalten.;In Musterstadt von dem 20-kV-Feld des Transformators 303 den Leistungsschalter einschalten.;contradiction
2438;Der Auftragnehmer hat alle Assets in seinem Informationssystem zu identifizieren und zu dokumentieren, die einen Bezug zu Systemen der Mustermann AG zwecks Wartung oder für die Aufrechterhaltung der Betriebszugang haben können.;Der Auftragnehmer hat alle Assets in seinem Informationssystem zu identifizieren und zu dokumentieren, die einen Bezug zu (IT-) Systemen der Mustermann AG zwecks Wartung oder Betriebszugang haben können.;neutral
2439;Die Mustermann AG Norm 3332 kann insgesamt referenziert werden durch Angaben der Normnummer „ Mustermann AG Norm 3332 (alle Teile) “ ohne Nennung eines Teildokuments oder es kann ein Teildokument einzeln referenziert werden, z. B. als „ Mustermann AG Norm 3332 - 4 “.;Die Mustermann AG Norm 3332 kann insgesamt referenziert werden durch Angaben der Normnummer „ Mustermann AG Norm 3332 (alle Teile) “ ohne Nennung eines Teildokuments oder es kann ein Teildokument einzeln referenziert werden, z. B. als „ Mustermann AG Norm 3332 - 7 “.;neutral
2440;Die Fremdfirma verpflichtet sich, nur Personen einzusetzen, für die die gesetzlichen Melde- und Erlaubnisvorschriften erfüllt sind (Lohnsteuer, Sozialversicherung, bei Ausländern ggf. Arbeitsgenehmigung).;Der Auftragnehmer ist verpflichtet nur Personen einzusetzen, für die die gesetzlichen Melde- und Erlaubnisvorschriften erfüllt sind (z. B. Lohnsteuerkarte, Sozialversicherung, bei Ausländern ggf. Arbeitsgenehmigung).;not_related
2441;Die Beschäftigten haben die Freiheit, das Arbeitsverhältnis unter Einhaltung einer angemessenen Frist zu kündigen.;Die Beschäftigten haben die Freiheit das Arbeitsverhältnis unter Einhaltung einer angemessenen Frist zu kündigen.;neutral
2442;Ein Zurrgurt kann unter gewissen Umständen eine Kraft von 5.000 daN (umgangssprachlich 5t) im direkten Zug aufnehmen.;Ein Zurrgurt kann unter gewissen Umständen eine Kraft von 5.000 daN (umgangssprachlich 5 t) im direkten Zug aufnehmen.;neutral
2443;Die Verpflegung der Teilnehmer während einer eintägigen Informationsveranstaltung ist zulässig.;Es ist natürlich zulässig, die Teilnehmer während einer eintägigen Informationsveranstaltung angemessen zu verpflegen. ;neutral
2444;Den Bestellungen mit Formblatt ist die Grundrissskizze beizufügen, aus der die gewünschte Platzierung der Anschlüsse ersichtlich ist.;Den Bestellungen mit Formblatt ist eine Grundrissskizze beizufügen, aus der die gewünschte Platzierung der Anschlüsse ersichtlich ist.;neutral
2445;Ist die Bandfarbe eine kalte Basisfarbe, wird für den Aufdruck eine kalte Akzentfarbe verwendet.;Ist die Bandfarbe eine Akzentfarbe, wird für den Aufdruck nur Schwarz, Weiß und Grau verwendet.;not_related
2446;Veränderungen an Gerüsten dürfen nur von autorisierten Firmen vorgenommen werden.;Veränderungen an Gerüsten dürfen nur von autorisierten Firmen bzw. Stellen vorgenommen werden.;contradiction
2447;Geheimhaltung: Sie sind verpflichtet, über alle Betriebs- und Geschäftsgeheimnisse, sowohl während der Dauer Ihrer Tätigkeit, als auch nach deren Beendigung, Stillschweigen zu bewahren.;Die Mitarbeiter haben über alle Betriebs- und Geschäftsgeheimnisse sowohl während der Dauer des Arbeitsverhältnisses als auch nach dessen Beendigung Stillschweigen zu bewahren, soweit dies nicht durch Gesetz oder vom Unternehmen ausdrücklich zuvor gestattet ist.;inconsistent
2448;Eine Bestechung bezieht sich auf jede Art von Anreiz, Belohnung oder Gegenstand bzw. Gegenstand von Wert, der einer anderen Person angeboten wird, um einen kommerziellen, vertraglichen, behördlichen oder persönlichen Vorteil zu erlangen.;Bestechung ist das Anbieten, Versprechen oder Gewähren von Geld, Geschenken oder anderen Vorteilen an einen Amtsträger oder Angestellten mit dem Ziel, als Gegenleistung bestimmte Vorteile gewährt zu bekommen (zum Beispiel die Vergabe von Aufträgen oder das Unterlassen einer Amtshandlung).;inconsistent
2449;Die Lagerung und der Einsatz von Gefahrstoffen ist dem Koordinator vorher anzuzeigen (Sicherheitsdatenblatt).;Die Lagerung und der Einsatz von Gefahrstoffen ist dem Ansprechpartner / Auftraggeber vorher anzuzeigen (Sicherheitsdatenblatt).;inconsistent
2450;Die Einwilligungserklärung ist aus Beweisgründen grundsätzlich schriftlich oder elektronisch einzuholen.;Die Einwilligungserklärung ist aus Beweisgründen regelmäßig schriftlich einzuholen.;inconsistent
2451;Während der einzelnen Qualitätsvorausplanungsstufen muss der Lieferant ständig die technischen Daten auf Vollständigkeit, Relevanz und Richtigkeit überprüfen.;Während der einzelnen Qualitätsvorausplanungsstufen muss der Lieferant die technischen Daten auf Vollständigkeit, Relevanz und Richtigkeit überprüfen.;inconsistent
2452;Stellt der Lieferant Fehler fest, von denen auch bereits zum Versand gebrachte Lieferungen betroffen sein können, muss er sofort die Mustermann AG informieren und eingeleitete Fehlerabstellmaßnahmen bekannt geben.;Stellt der Lieferant Fehler fest, von denen auch bereits zum Versand gebrachte Lieferungen betroffen sein könnten, muss unverzüglich die Qualitätssicherung der Mustermann AG informiert und die eingeleiteten Korrekturmaßnahmen mitgeteilt werden.;inconsistent
2453;Nach Unfall- oder Schadensereignissen sind sofort alle notwendigen Maßnahmen zu ergreifen, um die Verletzten zu versorgen und etwaige Folgeschäden zu vermeiden.;Nach Unfall- oder Schadensereignissen sind seitens der Mustermann AG Betriebe / Einheiten sofort alle notwendigen Maßnahmen zu ergreifen, um Einsatz- und Rettungskräfte zu alarmieren, Verletzte zu versorgen und etwaige Folgeschäden zu vermeiden.;inconsistent
2454;Controlled Shipping Level 1 (CSL 1) bedeutet, dass der Lieferant zusätzlich zu den normalen Prüfumfängen vor jeder Lieferung an die Mustermann AG eine 100 % -Prüfung für die seitens Mustermann AG festgelegten Materialnummern und Merkmale durchführen muss.;Controlled Shipping Level 2 (CSL 2) bedeutet, dass der Lieferant, zusätzlich zu seinen normalen Prüfumfängen vor jeder Lieferung von einem externen Dienstleister eine 100 % -Prüfung für festgelegte Materialnummern und Merkmale durchführen lassen muss.;not_related
2455;Mängel, welche im Zuge der Wareneingangsprüfung nicht ersichtlich waren bzw. nicht erkannt wurden, werden den Lieferanten unmittelbar nach Bekannt werden angezeigt.;Mängel, welche im Zuge der Wareneingangsprüfung nicht ersichtlich waren bzw. nicht erkannt wurden, werden nach Bekannt werden den Lieferanten angezeigt.;neutral
2456;Zur Erzielung einer ausreichenden Längs-Querstabilität bei zweigeschossigen Messeständen oder Tribünen ist in oberster Fußbodenhöhe eine Horizontallast von H = qk / 20 (qk = lotrechte Nutzlast) anzusetzen.;Zur Erzielung einer ausreichenden Längs / Querstabilität bei mehrgeschossigen Messeständen oder Tribünen muss in oberster Fußbodenhöhe eine Horizontallast von H = qk / 20 (qk = lotrechte Nutzlast) angesetzt werden.;neutral
2457;Durch die Angabe von Liefertermin und Auftragsbestätigungsnummer ist es innerhalb weniger Schritte möglich, alle für Mustermann AG relevanten Informationen zu hinterlegen und die Bestätigung an Mustermann AG zu übermitteln.;Durch die Angabe von Liefertermin und Auftragsbestätigungsnummer ist es innerhalb weniger Schritte möglich, alle für Mustermann AG relevanten Informationen zu hinterlegen und die Bestätigung an Mustermann AG zurückzusenden.;neutral
2458;"Die ausgefüllte Eignungbescheinigung wird durch den Kontraktorenmitarbeiter mitgeführt und auf Verlangen des Mustermann AG Beauftragten bzw. der Verantwortlichen im Betrieb vorgezeigt (siehe auch Absatz ""Nachweise"").";Die ausgefüllte Eignungbescheinigung wird durch den Kontraktorenmitarbeiter mitgeführt und auf Verlangen des Mustermann AG Beauftragten bzw. der Verantwortlichen im Betrieb vorgezeigt.;neutral
2459;Der Lieferant verpflichtet sich, der Mustermann AG auf Verlangen Informationen zur Erfüllung gesetzlicher Dokumentations- oder Nachweispflichten zur Verfügung zu stellen (z. B. VOC-Werte).;Der Lieferant verpflichtet sich, Mustermann AG auf Verlangen Informationen zur Erfüllung gesetzlicher Dokumentations- oder Nachweispflichten zur Verfügung zu stellen.;neutral
2460;Um die Funktion der serienmäßigen Lampenausfallkontrolle sicherzustellen, dürfen nur Leuchtmittel mit gleichem Typ und gleicher Leistung wie in der Serie (→ Seite 324) verbaut werden.;Um die Funktion der serienmäßigen Lampenausfallkontrolle sicherzustellen, dürfen nur Leuchtmittel mit gleichem Typ und gleicher Leistung wie in der Serie verbaut werden.;neutral
2461;Die Zufriedenheit unserer Kunden steht im Mittelpunkt unseres Handelns.;Im Mittelpunkt unseres Handelns steht die Zufriedenheit unserer Kunden.;neutral
2462;Fahrzeugkontrollen können durch den Werkschutz vorgenommen werden.;Der Werkschutz führt Fahrzeugkontrollen durch.;neutral
2463;Jeder Fremdfirmenmitarbeiter hat die Grundausstattung der Arbeits- & Schutzkleidung zu tragen.;Grundsätzlich hat jeder Fremdfirmenmitarbeiter die Gebotsschilder zu berücksichtigen und die notwendige Schutzkleidung zu tragen.;inconsistent
2464;Der Lieferant stellt sicher, dass all seine Betriebsmittel, Einrichtungen oder sonstigen Stoffe fachlich, nach den aktuell gültigen landesspezifischen gesetzlichen Bestimmungen, beschafft, transportiert, beurteilt, gelagert und entsprechende Gefahrenquellen durch den Umgang mit diesen Stoffen beachtet und beseitigt werden.;Der Lieferant stellt sicher, dass alle Betriebsmittel, Einrichtungen oder sonstigen Stoffe fachlich, nach den landesspezifischen gesetzlichen Bestimmungen, beschafft, beurteilt und entsprechende Gefahrenquellen durch den Umgang mit diesen Stoffen beseitigt werden.;inconsistent
2465;Der Auftragnehmer hat dafür Sorge zu tragen, dass der Gesundheitszustand seines Personals durch arbeitsmedizinische Vorsorgemaßnahmen überwacht wird, wenn während der Arbeitsdurchführung mit gesundheitsgefährdenden Stoffen oder Einwirkungen zu rechnen ist.;Der Auftragnehmer hat dafür zu sorgen, dass der Gesundheitszustand seines Personals durch arbeitsmedizinische Vorsorgeuntersuchungen überwacht wird, wenn bei der Durchführung des Arbeitsauftrages mit gesundheitsgefährdenden Einwirkungen oder gefährdenden Tätigkeiten zu rechnen ist.;inconsistent
2466;Ohne eine Einwilligung des Betroffenen oder eine gesetzliche Zulässigkeit dürfen keine personenbezogenen Daten erhoben oder verarbeitet werden.;Ohne eine gesetzliche Zulässigkeit dürfen keine personenbezogenen Daten verarbeitet werden.;contradiction
2467;Bei der Versendung von Gütern erfolgt die Beladung des durch den Logistik Dienstleister zur Verfügung gestellten Transportmittels durch den Auftraggeber bzw. beim Beschaffungsprozess durch den Lieferanten, sofern nichts anderes vereinbart ist.;Beim Empfang von Gütern erfolgt die Entladung, des durch den Logistik-Dienstleister zur Verfügung gestellten Transportmittels, durch den Auftraggeber bzw. durch den Lieferanten, sofern nichts anderes vereinbart ist.;not_related
2468;Bei Nichteinhaltung der in diesem Lieferantenhandbuch geregelten Anforderungen sowie der ggf. standortspezifisch getroffenen Ergänzungen ist die Mustermann AG berechtigt, die Annahme von Lieferungen zu verweigern.;Bei Nichteinhaltung der in diesem Lieferantenhandbuch geregelten Anforderungen sowie der gegebenenfalls standortspezifisch getroffenen Ergänzungen ist die Mustermann AG berechtigt, die Annahme von Lieferungen zu verweigern.;neutral
2469;Über zusätzliche Dokumentationsanforderungen wird der Lieferant von dem Abnehmer informiert.;Von zusätzlichen Dokumentationsanforderungen wird der Lieferant seitens des Kunden informiert.;neutral
2470;Besondere Merkmale sind als solche auf Spezifikationen oder Normen auszuweisen oder in gesonderten Anhängen zu vereinbaren.;Besondere Merkmale sind als solche auf Zeichnungen, Spezifikationen oder Normen als solche auszuweisen, oder in gesonderten Anhängen zu vereinbaren.;inconsistent
2471;Die Mitarbeiter müssen der deutschen Sprache soweit mächtig sein, dass sämtliche Sicherheitsanweisungen verstanden und befolgt werden können.;Alle Mitarbeiter müssen die deutsche Sprache in ausreichendem Maße verstehen und anwenden können.;inconsistent
2472;Wenn Ihr Kunde Ihnen das Herunterladen von Strichcode-Etiketten von Versandbenachrichtigungen erlaubt, können Sie sie vom Assistenten Versandbenachrichtigung erstellen, um Ihre Logistikprozesse zu beschleunigen.;Wenn Ihr Kunde den Download von Strichcode-Etiketten für Versandbenachrichtigungen erlaubt, können Sie diese aus einer vorhandenen Versandbenachrichtigung herunterladen, um Ihre Logistikprozesse zu beschleunigen.;neutral
2473;Erstmuster sind unter Serienbedingungen zu fertigende und zu prüfende Produkte.;Erstmuster sind Produkte, die unter Serienbedingungen gefertigt und geprüft wurden.;neutral
2474;Soweit dies für die Sicherheit und den Gesundheitsschutz der Beschäftigten bei der Arbeit erforderlich ist, haben die Arbeitgeber je nach Art und Tätigkeiten insbesondere sich gegenseitig und ihre Beschäftigten über die mit den Arbeiten verbundenen Gefahren für Sicherheit und Gesundheit der Beschäftigten zu unterrichten und Maßnahmen zur Verhütung dieser Gefahren abzustimmen.;Soweit dies für die Sicherheit und den Gesundheitsschutz der Beschäftigten bei der Arbeit erforderlich ist, haben die Fremdfirmen je nach Art und Tätigkeit insbesondere sich und ihre Beschäftigten gegenseitig über die mit den Arbeiten verbundenen Gefahren für Sicherheit und Gesundheit der Beschäftigten zu unterrichten und Maßnahmen zur Verhütung dieser Gefahren abzustimmen.;not_related
2475;Die entstandenen Kosten trägt der Lieferant.;Die entstandenen Kosten trägt der Lieferant (siehe Punkt 5.6).;neutral
2476;Der Informationssicherheitsbeauftragte ist frühzeitig in alle Projekte einzubinden, um schon in der Planungsphase sicherheitsrelevante Aspekte zu berücksichtigen.;Der Informationssicherheitsbeauftragte ist frühzeitig in alle Projekte einzubinden.;neutral
2477;Nacht-, Schicht-, Sonn- bzw. Feiertagsarbeit ist nur mit den erforderlichen Genehmigungen erlaubt und mit dem Auftraggeber abzusprechen.;Nacht-, Schicht-, Sonn- bzw. Feiertagsarbeit ist nur mit den erforderlichen Genehmigungen erlaubt und mit dem AG abzusprechen.;neutral
